work_order_id,program,part_category,production_cell,priority_level,status,planned_start_date,planned_completion_date,forecast_completion_date,days_behind_schedule,material_available,supplier_delay_days,inspection_hold,quality_hold,rework_hours,defect_count,machine_availability_pct,labor_capacity_pct,estimated_cost_impact
WO-0329,Orion Sensor,Power Module,Cell B,Medium,Material Hold,2026-04-25,2026-05-08,2026-05-15,7,True,0,True,True,0,1,88.6,100.0,980.68
WO-0330,Viper Ground,Power Module,Cell E,High,Inspection,2026-05-21,2026-05-29,2026-05-26,0,False,21,False,False,3,1,81.3,92.7,32293.42
WO-0331,Atlas Comms,Power Module,Cell E,High,In Progress,2026-04-10,2026-04-21,2026-04-26,5,False,18,False,False,0,0,75.4,74.4,20325.55
WO-0332,Falcon Shield,Flight Control Subassembly,Cell C,Low,In Progress,2026-04-07,2026-04-30,2026-04-26,0,True,0,False,True,0,2,90.2,99.8,1301.13
WO-0333,Orion Sensor,Power Module,Cell B,Low,Ready for Delivery,2026-04-23,2026-05-02,2026-05-02,0,False,17,False,False,1,0,95.6,79.4,16628.05
WO-0334,Orion Sensor,Comms Enclosure,Cell D,Low,In Progress,2026-04-27,2026-05-28,2026-05-22,0,True,0,False,True,0,2,67.7,70.3,872.54
WO-0335,Orion Sensor,Sensor Housing,Cell C,High,Rework,2026-05-07,2026-05-15,2026-05-15,0,True,0,False,True,3,2,59.0,86.3,2322.59
WO-0336,Horizon ISR,Power Module,Cell A,Urgent,Inspection,2026-04-17,2026-04-30,2026-05-04,4,True,0,True,False,0,0,82.0,71.9,0.0
WO-0337,Horizon ISR,Flight Control Subassembly,Cell D,High,Rework,2026-04-21,2026-04-28,2026-04-28,0,False,14,False,True,0,2,99.8,66.4,21297.5
WO-0338,Horizon ISR,Flight Control Subassembly,Cell D,High,In Progress,2026-05-09,2026-05-26,2026-06-06,11,True,0,False,False,3,1,85.7,100.0,1680.09
WO-0339,Falcon Shield,Flight Control Subassembly,Cell D,High,In Progress,2026-05-24,2026-06-11,2026-06-06,0,False,10,True,False,7,1,90.8,69.1,14758.61
WO-0340,Falcon Shield,Power Module,Cell C,Medium,In Progress,2026-05-02,2026-06-03,2026-06-05,2,True,0,True,False,0,0,76.9,100.0,0.0
WO-0341,Atlas Comms,Comms Enclosure,Cell D,Low,In Progress,2026-05-18,2026-06-16,2026-06-19,3,True,0,False,False,10,1,82.9,79.7,2989.21
WO-0342,Horizon ISR,Sensor Housing,Cell D,High,Material Hold,2026-04-10,2026-05-08,2026-05-20,12,True,0,False,True,9,5,97.4,87.8,4996.83
WO-0343,Atlas Comms,Power Module,Cell C,Urgent,In Progress,2026-05-09,2026-05-28,2026-05-21,0,True,0,False,False,4,1,95.3,100.0,1498.41
WO-0344,Horizon ISR,Sensor Housing,Cell D,Urgent,Material Hold,2026-05-24,2026-06-15,2026-06-29,14,True,0,False,False,0,1,100.0,60.5,793.9
WO-0345,Orion Sensor,Comms Enclosure,Cell C,Low,In Progress,2026-04-07,2026-04-17,2026-04-07,0,True,0,False,False,0,0,84.9,83.0,0.0
WO-0346,Atlas Comms,Comms Enclosure,Cell C,Medium,In Progress,2026-05-23,2026-06-21,2026-06-17,0,True,0,False,False,6,1,88.5,100.0,1229.91
WO-0347,Falcon Shield,Comms Enclosure,Cell D,Urgent,Ready for Delivery,2026-05-03,2026-05-18,2026-05-12,0,True,0,False,True,15,0,100.0,85.7,2283.83
WO-0348,Viper Ground,Ground Support Bracket,Cell A,Low,Inspection,2026-05-04,2026-05-28,2026-06-03,6,True,0,False,False,4,0,77.3,96.1,786.36
WO-0349,Orion Sensor,Flight Control Subassembly,Cell A,Medium,Inspection,2026-04-20,2026-05-02,2026-04-30,0,True,0,True,False,14,0,95.7,85.8,3080.8
WO-0350,Horizon ISR,Guidance Assembly,Cell D,Low,In Progress,2026-05-21,2026-06-18,2026-06-12,0,True,0,False,False,0,0,89.1,82.3,0.0
